MS3_id	ipro_id	ipro_descr	uniqIpro
MS3_08926	IPR002423	Chaperonin Cpn60/TCP-1 family	0
MS3_08925	IPR015590	Aldehyde dehydrogenase domain	0
MS3_08924	IPR000719	Protein kinase domain	0
MS3_08923	IPR001568	Ribonuclease T2-like	0
MS3_08922	IPR003395	RecF/RecN/SMC, N-terminal	0
MS3_08921	IPR003395	RecF/RecN/SMC, N-terminal	0
MS3_08921	IPR010935	SMCs flexible hinge	0
MS3_08920	IPR025929	Insulin-induced protein family	1
MS3_08919	IPR011016	Zinc finger, RING-CH-type	0
MS3_08918			0
MS3_08917			0
MS3_08916	IPR007109	Brix domain	0
MS3_08915			0
MS3_08914			0
MS3_08913	IPR019536	Usher syndrome type-1C protein-binding protein 1, PDZ domain	1
MS3_08911			0
MS3_08910			0
MS3_08909			0
MS3_08908	IPR001952	Alkaline phosphatase	0
MS3_08907	IPR001952	Alkaline phosphatase	0
MS3_08906	IPR000306	FYVE zinc finger	0
MS3_08906	IPR015390	Rabaptin, GTPase-Rab5 binding domain	1
MS3_08904	IPR001763	Rhodanese-like domain	0
MS3_08903	IPR002504	NAD kinase	0
MS3_08902			0
MS3_08901	IPR001173	Glycosyltransferase 2-like	0
MS3_08900	IPR001202	WW domain	0
MS3_08900	IPR003103	BAG domain	0
MS3_08899	IPR001478	PDZ domain	0
MS3_08899	IPR008145	Guanylate kinase/L-type calcium channel beta subunit	0
MS3_08899	IPR011511	Variant SH3 domain	0
MS3_08898	IPR004012	RUN domain	0
MS3_08897	IPR026541	MRG domain	0
MS3_08895	IPR008145	Guanylate kinase/L-type calcium channel beta subunit	0
MS3_08895	IPR011511	Variant SH3 domain	0
MS3_08894	IPR004353	Vacuolar fusion protein Mon1	0
MS3_08894	IPR004859	Putative 5-3 exonuclease	0
MS3_08893	IPR004299	Membrane bound O-acyl transferase, MBOAT	0
MS3_08892	IPR019734	Tetratricopeptide repeat	0
MS3_08891	IPR018108	Mitochondrial substrate/solute carrier	0
MS3_08890	IPR002423	Chaperonin Cpn60/TCP-1 family	0
MS3_08890	IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core	0
MS3_08889	IPR018108	Mitochondrial substrate/solute carrier	0
MS3_08889	IPR019734	Tetratricopeptide repeat	0
MS3_08888			0
MS3_08887	IPR003323	OTU domain	0
MS3_08886	IPR002017	Spectrin repeat	0
MS3_08885			0
MS3_08884	IPR015883	Glycoside hydrolase family 20, catalytic domain	0
MS3_08884	IPR029019	Beta-hexosaminidase, eukaryotic type, N-terminal	0
MS3_08883			0
MS3_08882	IPR011701	Major facilitator superfamily	0
MS3_08881	IPR021419	Mediator complex, subunit Med25, von Willebrand factor type A	1
MS3_08880	IPR013149	Alcohol dehydrogenase, C-terminal	0
MS3_08880	IPR013154	Alcohol dehydrogenase, N-terminal	0
MS3_08879	IPR025875	Leucine rich repeat 4	0
MS3_08878			0
MS3_08877	IPR000504	RNA recognition motif domain	0
MS3_08877	IPR032296	Cytoplasmic polyadenylation element-binding protein, ZZ domain	0
MS3_08876			0
MS3_08875			0
MS3_08874	IPR000898	Indoleamine 2,3-dioxygenase	1
MS3_08873			0
MS3_08872			0
MS3_08871			0
MS3_08870			0
MS3_08869	IPR000409	BEACH domain	0
MS3_08869	IPR023362	PH-BEACH domain	0
MS3_08868	IPR002937	Amine oxidase	0
MS3_08867			0
MS3_08866	IPR004177	DDHD domain	0
MS3_08865			0
MS3_08864	IPR021629	Mediator complex, subunit Med23	1
MS3_08863			0
MS3_08862	IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3	0
MS3_08861	IPR010378	Protein of unknown function DUF974	1
MS3_08861	IPR024662	Trafficking protein particle complex II-specific subunit 65	1
MS3_08859			0
MS3_08858			0
MS3_08857	IPR006671	Cyclin, N-terminal	0
MS3_08856	IPR000276	G protein-coupled receptor, rhodopsin-like	0
MS3_08855	IPR000719	Protein kinase domain	0
MS3_08854			0
MS3_08853	IPR002347	Short-chain dehydrogenase/reductase SDR	0
MS3_08852			0
MS3_08851	IPR002347	Short-chain dehydrogenase/reductase SDR	0
MS3_08850	IPR002809	Integral membrane protein EMC3/TMCO1-like	0
MS3_08849	IPR000504	RNA recognition motif domain	0
MS3_08848	IPR007204	Actin-related protein 2/3 complex subunit 3	1
MS3_08847	IPR002017	Spectrin repeat	0
MS3_08846			0
MS3_08845	IPR005821	Ion transport domain	0
MS3_08844			0
MS3_08843	IPR007860	DNA mismatch repair protein MutS, connector domain	0
MS3_08842	IPR022043	Chromatin assembly factor 1 subunit A	0
MS3_08841	IPR000210	BTB/POZ domain	0
MS3_08841	IPR006652	Kelch repeat type 1	0
MS3_08841	IPR011705	BTB/Kelch-associated	0
MS3_08840	IPR022775	AP complex, mu/sigma subunit	0
MS3_08839	IPR000915	60S ribosomal protein L6E	0
MS3_08838	IPR001753	Crotonase superfamily	0
MS3_08837	IPR005301	MOB kinase activator family	0
MS3_08836			0
MS3_08835	IPR033771	Rrp44-like cold shock domain	1
MS3_08834	IPR001005	SANT/Myb domain	0
MS3_08833			0
MS3_08832	IPR007266	Endoplasmic reticulum oxidoreductin 1	1
MS3_08831			0
MS3_08830			0
MS3_08829	IPR002048	EF-hand domain	0
MS3_08828	IPR024372	Proteasome component Ecm29	1
MS3_08827			0
MS3_08826	IPR013149	Alcohol dehydrogenase, C-terminal	0
MS3_08826	IPR013154	Alcohol dehydrogenase, N-terminal	0
MS3_08825			0
MS3_08824			0
MS3_08823	IPR009445	Protein of unknown function DUF1077, TMEM85	1
MS3_08822	IPR005631	Flavinator of succinate dehydrogenase	1
MS3_08821	IPR012978	Uncharacterised domain NUC173	1
MS3_08820			0
MS3_08819	IPR009269	NF-kappa-B-activating protein	1
MS3_08818	IPR000644	CBS domain	0
MS3_08818	IPR001807	Chloride channel, voltage gated	0
MS3_08817	IPR019265	Protein of unknown function UPF0568	1
MS3_08816			0
MS3_08815	IPR032443	RAWUL domain	0
MS3_08814			0
MS3_08813			0
MS3_08812	IPR006671	Cyclin, N-terminal	0
MS3_08811	IPR002136	Ribosomal protein L4/L1e	0
MS3_08811	IPR025755	60S ribosomal protein L4, C-terminal domain	1
MS3_08810	IPR006797	PRELI/MSF1 domain	0
MS3_08809			0
MS3_08808	IPR001353	Proteasome, subunit alpha/beta	0
MS3_08807	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	0
MS3_08807	IPR022226	Protein of unknown function DUF3752	1
MS3_08806	IPR003877	SPRY domain	0
MS3_08806	IPR018979	FERM, N-terminal	0
MS3_08806	IPR018980	FERM, C-terminal PH-like domain	0
MS3_08806	IPR019748	FERM central domain	0
MS3_08805	IPR006594	LIS1 homology motif	1
MS3_08805	IPR024964	CTLH/CRA C-terminal to LisH motif domain	0
MS3_08804	IPR002121	HRDC domain	0
MS3_08804	IPR011545	DEAD/DEAH box helicase domain	0
MS3_08804	IPR018982	RQC domain	1
MS3_08804	IPR032284	ATP-dependent DNA helicase RecQ, zinc-binding domain	0
MS3_08803	IPR001214	SET domain	0
MS3_08802	IPR011893	Selenoprotein, Rdx type	0
MS3_08801			0
MS3_08800	IPR000988	Ribosomal protein L24e-related	0
MS3_08799	IPR001978	Troponin	0
MS3_08798			0
MS3_08797	IPR001108	Peptidase A22A, presenilin	1
MS3_08796			0
MS3_08795	IPR002699	ATPase, V1 complex, subunit D	1
MS3_08794	IPR001774	Delta/Serrate/lag-2 (DSL) protein	0
MS3_08793			0
MS3_08792			0
MS3_08791			0
MS3_08790			0
MS3_08789			0
MS3_08788			0
MS3_08787	IPR001680	WD40 repeat	0
MS3_08787	IPR012952	BING4, C-terminal domain	1
MS3_08786	IPR000061	SWAP/Surp	0
MS3_08786	IPR022030	Splicing factor 3A subunit 1	1
MS3_08785	IPR001611	Leucine-rich repeat	0
MS3_08784	IPR000175	Sodium:neurotransmitter symporter	0
MS3_08783			0
MS3_08782			0
MS3_08781			0
MS3_08780			0
MS3_08779	IPR012920	Ribosomal RNA methyltransferase, Spb1, C-terminal	1
MS3_08778			0
MS3_08777			0
MS3_08776	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	0
MS3_08776	IPR031675	Serine-threonine protein phosphatase, N-terminal	0
MS3_08775	IPR011417	AP180 N-terminal homology (ANTH) domain	0
MS3_08774	IPR010760	DNA repair protein, Swi5	1
MS3_08774	IPR024610	Inhibitor of growth protein, N-terminal histone-binding	1
MS3_08773	IPR001247	Exoribonuclease, phosphorolytic domain 1	0
MS3_08772	IPR000697	WH1/EVH1 domain	0
MS3_08771			0
MS3_08769	IPR019358	NEMP family	1
MS3_08768			0
MS3_08767			0
MS3_08766			0
MS3_08765	IPR001148	Alpha carbonic anhydrase	0
MS3_08764			0
MS3_08763			0
MS3_08762	IPR001680	WD40 repeat	0
MS3_08760			0
MS3_08759			0
MS3_08758			0
MS3_08757	IPR004827	Basic-leucine zipper domain	0
MS3_08757	IPR005643	Jun-like transcription factor	0
MS3_08756			0
MS3_08755	IPR000504	RNA recognition motif domain	0
MS3_08754			0
MS3_08753	IPR004853	Sugar phosphate transporter domain	0
MS3_08752	IPR001452	SH3 domain	0
MS3_08752	IPR001680	WD40 repeat	0
MS3_08751			0
MS3_08750	IPR001680	WD40 repeat	0
MS3_08749	IPR006148	Glucosamine/galactosamine-6-phosphate isomerase	0
MS3_08748			0
MS3_08747	IPR000407	Nucleoside phosphatase GDA1/CD39	0
MS3_08746	IPR004031	PMP-22/EMP/MP20/Claudin superfamily	0
MS3_08745			0
MS3_08744			0
MS3_08743	IPR000195	Rab-GTPase-TBC domain	0
MS3_08742			0
MS3_08741	IPR000352	Peptide chain release factor class I/class II	0
MS3_08740			0
MS3_08739			0
MS3_08738			0
MS3_08737	IPR000867	Insulin-like growth factor-binding protein, IGFBP	1
MS3_08736	IPR001863	Glypican	0
MS3_08735			0
MS3_08734			0
MS3_08733			0
MS3_08732	IPR007149	Leo1-like protein	1
MS3_08731	IPR007502	Helicase-associated domain	0
MS3_08730			0
MS3_08728	IPR018482	Zinc finger, C4H2-type	1
MS3_08727			0
MS3_08726	IPR001865	Ribosomal protein S2	0
MS3_08725	IPR018502	Annexin repeat	0
MS3_08724	IPR018502	Annexin repeat	0
MS3_08724	IPR026876	Fn3 associated repeat	1
MS3_08723	IPR018502	Annexin repeat	0
MS3_08722			0
MS3_08721			0
MS3_08720			0
MS3_08719	IPR013680	Voltage-dependent calcium channel, alpha-2/delta subunit, conserved region	1
MS3_08718			0
MS3_08717	IPR009346	GRIM-19	1
MS3_08716			0
MS3_08715	IPR000719	Protein kinase domain	0
MS3_08714	IPR006073	GTP binding domain	0
MS3_08714	IPR006169	GTP1/OBG domain	0
MS3_08713			0
MS3_08712			0
MS3_08711	IPR000719	Protein kinase domain	0
MS3_08710	IPR013099	Potassium channel domain	0
MS3_08709	IPR013979	Translation initiation factor, beta propellor-like domain	0
MS3_08708	IPR026094	G protein pathway suppressor 2	1
MS3_08707	IPR001806	Small GTPase superfamily	0
MS3_08706	IPR000679	Zinc finger, GATA-type	0
MS3_08705	IPR005135	Endonuclease/exonuclease/phosphatase	0
MS3_08704			0
MS3_08703	IPR011701	Major facilitator superfamily	0
MS3_08702			0
MS3_08701	IPR019395	Transmembrane protein 161A/B	1
MS3_08700			0
MS3_08699			0
MS3_08698			0
MS3_08697			0
MS3_08696	IPR000357	HEAT repeat	0
MS3_08695			0
MS3_08694			0
MS3_08693	IPR001766	Fork head domain	0
MS3_08692	IPR001680	WD40 repeat	0
MS3_08692	IPR013915	Pre-mRNA-splicing factor 19	1
MS3_08691	IPR003377	Cornichon	1
MS3_08690			0
MS3_08689	IPR013154	Alcohol dehydrogenase, N-terminal	0
MS3_08688			0
MS3_08687	IPR032735	Protein broad-minded	0
MS3_08686			0
MS3_08685			0
MS3_08684	IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	0
MS3_08683	IPR003029	S1 domain	0
MS3_08683	IPR032639	Tex protein, YqgF-like domain	0
MS3_08682			0
MS3_08681	IPR000276	G protein-coupled receptor, rhodopsin-like	0
MS3_08680	IPR001623	DnaJ domain	0
MS3_08680	IPR003382	Flavoprotein	1
MS3_08679	IPR008493	Domain of unknown function DUF775	1
MS3_08678	IPR001173	Glycosyltransferase 2-like	0
MS3_08677	IPR001623	DnaJ domain	0
MS3_08676			0
MS3_08675			0
MS3_08674	IPR000327	POU-specific domain	0
MS3_08674	IPR001356	Homeobox domain	0
MS3_08673	IPR030382	SAM-dependent methyltransferase TRM5/TYW2-type	0
MS3_08672	IPR015877	Cdk-activating kinase assembly factor MAT1, centre	1
MS3_08671	IPR001247	Exoribonuclease, phosphorolytic domain 1	0
MS3_08670	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain	0
MS3_08670	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain	0
MS3_08670	IPR015088	Zinc finger, DNA-directed DNA polymerase, family B, alpha	1
MS3_08670	IPR024647	DNA polymerase alpha catalytic subunit, N-terminal domain	1
MS3_08669			0
MS3_08668			0
MS3_08666	IPR001440	Tetratricopeptide repeat 1	0
MS3_08666	IPR001623	DnaJ domain	0
MS3_08666	IPR013105	Tetratricopeptide repeat 2	0
MS3_08665	IPR001611	Leucine-rich repeat	0
MS3_08664			0
MS3_08663	IPR000719	Protein kinase domain	0
MS3_08662	IPR004971	mRNA (guanine-N(7))-methyltransferase domain	1
MS3_08661			0
MS3_08660	IPR007034	Ribosome biogenesis protein BMS1/TSR1, C-terminal	0
MS3_08659	IPR000719	Protein kinase domain	0
MS3_08658			0
MS3_08657			0
MS3_08656	IPR002554	Protein phosphatase 2A, regulatory B subunit, B56	0
MS3_08655	IPR001781	Zinc finger, LIM-type	0
MS3_08654	IPR000330	SNF2-related, N-terminal domain	0
MS3_08654	IPR001650	Helicase, C-terminal	0
MS3_08654	IPR009462	Domain of unknown function DUF1086	0
MS3_08654	IPR009463	Domain of unknown function DUF1087	1
MS3_08654	IPR012957	CHD, C-terminal 2	0
MS3_08654	IPR012958	CHD, N-terminal	1
MS3_08654	IPR019787	Zinc finger, PHD-finger	0
MS3_08654	IPR023780	Chromo domain	0
MS3_08653			0
MS3_08652			0
MS3_08651	IPR001609	Myosin head, motor domain	0
MS3_08650			0
MS3_08649	IPR019410	Lysine methyltransferase	0
MS3_08648			0
MS3_08647	IPR019401	Zinc finger, CHCC-type	1
MS3_08646			0
MS3_08645			0
MS3_08644	IPR006077	Vinculin/alpha-catenin	0
MS3_08643			0
MS3_08642	IPR006077	Vinculin/alpha-catenin	0
MS3_08641			0
MS3_08640			0
MS3_08639	IPR004088	K Homology domain, type 1	0
MS3_08638	IPR000504	RNA recognition motif domain	0
MS3_08637	IPR000504	RNA recognition motif domain	0
MS3_08636	IPR002048	EF-hand domain	0
MS3_08635	IPR007062	Protein phosphatase inhibitor 2 (IPP-2)	1
MS3_08634	IPR013657	UAA transporter	0
MS3_08633	IPR007884	DREV methyltransferase	1
MS3_08632			0
MS3_08631			0
MS3_08630			0
MS3_08629			0
MS3_08628			0
MS3_08627			0
MS3_08626			0
MS3_08625			0
MS3_08624			0
MS3_08623			0
MS3_08622			0
MS3_08621	IPR019404	Mediator complex, subunit Med11	1
MS3_08620	IPR000198	Rho GTPase-activating protein domain	0
MS3_08620	IPR001251	CRAL-TRIO lipid binding domain	0
MS3_08619			0
MS3_08618	IPR023798	Ribosomal protein S7 domain	0
MS3_08618	IPR023801	Histone deacetylase domain	0
MS3_08617			0
MS3_08616	IPR001180	Citron homology (CNH) domain	0
MS3_08615	IPR000719	Protein kinase domain	0
MS3_08614			0
MS3_08613	IPR000719	Protein kinase domain	0
MS3_08612	IPR000219	Dbl homology (DH) domain	0
MS3_08611			0
MS3_08610			0
MS3_08609			0
MS3_08607	IPR001594	Palmitoyltransferase, DHHC domain	0
MS3_08606	IPR006461	PLAC8 motif-containing protein	0
MS3_08605	IPR001766	Fork head domain	0
MS3_08604			0
MS3_08603			0
MS3_08602	IPR001568	Ribonuclease T2-like	0
MS3_08601	IPR001568	Ribonuclease T2-like	0
MS3_08600	IPR001568	Ribonuclease T2-like	0
MS3_08599	IPR031981	Mitochondria-eating protein, C-terminal domain	0
MS3_08598			0
MS3_08597			0
MS3_08596	IPR000719	Protein kinase domain	0
MS3_08595	IPR001806	Small GTPase superfamily	0
MS3_08594			0
MS3_08593	IPR001680	WD40 repeat	0
MS3_08592			0
MS3_08591			0
MS3_08590			0
MS3_08589			0
MS3_08588			0
MS3_08587			0
MS3_08586	IPR005378	Vacuolar protein sorting-associated protein 35	1
MS3_08585	IPR004344	Tubulin-tyrosine ligase/Tubulin polyglutamylase	0
MS3_08584	IPR005373	Uncharacterised protein family UPF0183	1
MS3_08583			0
MS3_08582			0
MS3_08581	IPR028089	Domain of unknown function DUF4455	0
MS3_08580	IPR027914	Domain of unknown function DUF4456	1
MS3_08579	IPR028089	Domain of unknown function DUF4455	0
MS3_08578			0
MS3_08577	IPR010736	Sperm-tail PG-rich repeat	0
MS3_08576	IPR005343	Nucleolar complex protein 2	1
MS3_08575			0
MS3_08574	IPR006838	FAR-17a/AIG1-like protein	1
MS3_08573			0
MS3_08572	IPR001372	Dynein light chain, type 1/2	0
MS3_08571	IPR032763	Resistance to inhibitors of cholinesterase protein 3, N-terminal	1
MS3_08570	IPR000159	Ras-associating (RA) domain	0
MS3_08570	IPR000756	Diacylglycerol kinase, accessory domain	0
MS3_08570	IPR001206	Diacylglycerol kinase, catalytic domain	0
MS3_08570	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	0
MS3_08569	IPR001372	Dynein light chain, type 1/2	0
MS3_08568			0
MS3_08566	IPR001300	Peptidase C2, calpain, catalytic domain	0
MS3_08566	IPR002048	EF-hand domain	0
MS3_08566	IPR022682	Peptidase C2, calpain, large subunit, domain III	0
MS3_08565	IPR006222	Glycine cleavage T-protein-like, N-terminal	0
MS3_08564	IPR019427	7TM GPCR, serpentine receptor class w (Srw)	0
MS3_08563			0
MS3_08562			0
MS3_08561	IPR021900	Protein of unknown function DUF3512	0
MS3_08560	IPR002716	PIN domain	1
MS3_08560	IPR018834	DNA/RNA-binding domain, Est1-type	0
MS3_08560	IPR019458	Telomerase activating protein Est1	0
MS3_08559	IPR000467	G-patch domain	0
MS3_08558			0
MS3_08557			0
MS3_08556	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	0
MS3_08555			0
MS3_08554			0
MS3_08553	IPR002126	Cadherin	0
MS3_08552			0
MS3_08551	IPR001715	Calponin homology domain	0
MS3_08551	IPR002017	Spectrin repeat	0
MS3_08550	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	0
MS3_08549			0
MS3_08548	IPR012923	Chromosome segregation in meiosis protein 3	1
MS3_08547	IPR003316	E2F/DP family, winged-helix DNA-binding domain	0
MS3_08547	IPR032198	E2F transcription factor, CC-MB domain	1
MS3_08546			0
MS3_08545	IPR007264	H/ACA ribonucleoprotein complex, subunit Nop10	1
MS3_08544			0
MS3_08543	IPR007482	Protein-tyrosine phosphatase-like, PTPLA	0
MS3_08542			0
MS3_08541			0
MS3_08540	IPR008477	Protein of unknown function DUF758	0
MS3_08539	IPR007504	H/ACA ribonucleoprotein complex, subunit Gar1/Naf1	0
MS3_08538	IPR003121	SWIB/MDM2 domain	0
MS3_08537			0
MS3_08536	IPR010736	Sperm-tail PG-rich repeat	0
MS3_08535	IPR001752	Kinesin motor domain	0
MS3_08533	IPR001806	Small GTPase superfamily	0
MS3_08532	IPR020683	Ankyrin repeat-containing domain	0
MS3_08531	IPR029054	dUTPase-like	1
MS3_08530	IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain	0
MS3_08529	IPR000719	Protein kinase domain	0
MS3_08529	IPR000959	POLO box domain	0
MS3_08528	IPR010531	Zinc finger protein NOA36	1
MS3_08527			0
MS3_08526			0
MS3_08525			0
MS3_08524	IPR001452	SH3 domain	0
MS3_08524	IPR012849	Abl-interactor, homeo-domain homologous domain	1
MS3_08523			0
MS3_08522	IPR013721	STAG	1
MS3_08521			0
MS3_08520			0
MS3_08519	IPR000595	Cyclic nucleotide-binding domain	0
MS3_08519	IPR003117	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain	0
MS3_08518			0
MS3_08517	IPR020683	Ankyrin repeat-containing domain	0
MS3_08516			0
MS3_08515			0
MS3_08514			0
MS3_08513	IPR008753	Peptidase M13, N-terminal domain	0
MS3_08512	IPR006047	Glycosyl hydrolase, family 13, catalytic domain	0
MS3_08511	IPR005817	Wnt	0
MS3_08510	IPR019375	Ribosomal protein S28, mitochondrial	1
MS3_08509	IPR001650	Helicase, C-terminal	0
MS3_08509	IPR011545	DEAD/DEAH box helicase domain	0
MS3_08508	IPR000608	Ubiquitin-conjugating enzyme E2	0
MS3_08507	IPR001774	Delta/Serrate/lag-2 (DSL) protein	0
MS3_08507	IPR011651	Notch ligand, N-terminal domain	1
MS3_08506			0
MS3_08505			0
MS3_08504			0
MS3_08503	IPR014044	CAP domain	0
MS3_08502	IPR000859	CUB domain	0
MS3_08501			0
MS3_08500	IPR000859	CUB domain	0
MS3_08499	IPR000421	Coagulation factor 5/8 C-terminal domain	0
MS3_08498	IPR000668	Peptidase C1A, papain C-terminal	0
MS3_08498	IPR014882	Cathepsin C exclusion	1
MS3_08497	IPR004226	Tubulin binding cofactor A	1
MS3_08495	IPR007604	CP2 transcription factor	1
MS3_08494			0
MS3_08493			0
MS3_08492			0
MS3_08491			0
MS3_08490	IPR016482	Protein transport protein SecG/Sec61-beta/Sbh	1
MS3_08489	IPR001628	Zinc finger, nuclear hormone receptor-type	0
MS3_08488	IPR004367	Cyclin, C-terminal domain	0
MS3_08488	IPR006671	Cyclin, N-terminal	0
MS3_08487	IPR006671	Cyclin, N-terminal	0
MS3_08486	IPR001628	Zinc finger, nuclear hormone receptor-type	0
MS3_08485			0
MS3_08484	IPR001452	SH3 domain	0
MS3_08484	IPR018556	Domain of unknown function DUF2013	1
MS3_08482	IPR003128	Villin headpiece	0
MS3_08481	IPR001046	NRAMP family	1
MS3_08480	IPR002293	Amino acid/polyamine transporter I	0
MS3_08480	IPR029485	Cationic amino acid transporter, C-terminal	0
MS3_08479	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal	0
MS3_08479	IPR004161	Translation elongation factor EFTu-like, domain 2	0
MS3_08477			0
MS3_08476			0
MS3_08475	IPR012961	ATP-dependent RNA helicase Ski2, C-terminal	0
MS3_08475	IPR025696	rRNA-processing arch domain	0
MS3_08474			0
MS3_08473	IPR001650	Helicase, C-terminal	0
MS3_08473	IPR011545	DEAD/DEAH box helicase domain	0
MS3_08473	IPR025696	rRNA-processing arch domain	0
MS3_08472	IPR001580	Calreticulin/calnexin	0
MS3_08471	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II	1
MS3_08470	IPR000175	Sodium:neurotransmitter symporter	0
MS3_08469	IPR000175	Sodium:neurotransmitter symporter	0
MS3_08468	IPR000175	Sodium:neurotransmitter symporter	0
MS3_08467			0
MS3_08466	IPR000727	Target SNARE coiled-coil homology domain	0
MS3_08466	IPR006011	Syntaxin, N-terminal domain	0
MS3_08464	IPR000719	Protein kinase domain	0
MS3_08463	IPR011680	Fasciculation and elongation protein zeta, FEZ	0
MS3_08462			0
MS3_08461	IPR000276	G protein-coupled receptor, rhodopsin-like	0
MS3_08460	IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	0
MS3_08460	IPR019479	Peroxiredoxin, C-terminal	0
MS3_08459	IPR000133	ER lumen protein retaining receptor	0
MS3_08458	IPR018499	Tetraspanin/Peripherin	0
MS3_08457	IPR032735	Protein broad-minded	0
MS3_08456	IPR001148	Alpha carbonic anhydrase	0
MS3_08455			0
MS3_08454			0
MS3_08453	IPR000644	CBS domain	0
MS3_08453	IPR001807	Chloride channel, voltage gated	0
MS3_08452			0
MS3_08451	IPR010703	Dedicator of cytokinesis, C-terminal	0
MS3_08451	IPR027007	DHR-1 domain	0
MS3_08450	IPR000819	Peptidase M17, leucyl aminopeptidase, C-terminal	0
MS3_08449			0
MS3_08448	IPR019787	Zinc finger, PHD-finger	0
MS3_08447	IPR003100	PAZ domain	0
MS3_08447	IPR003165	Piwi domain	0
MS3_08446	IPR001372	Dynein light chain, type 1/2	0
MS3_08446	IPR002048	EF-hand domain	0
MS3_08445			0
MS3_08444	IPR001372	Dynein light chain, type 1/2	0
MS3_08444	IPR002048	EF-hand domain	0
MS3_08443	IPR001372	Dynein light chain, type 1/2	0
MS3_08442			0
MS3_08441	IPR001680	WD40 repeat	0
MS3_08440	IPR000668	Peptidase C1A, papain C-terminal	0
MS3_08439			0
MS3_08438			0
MS3_08437	IPR018108	Mitochondrial substrate/solute carrier	0
MS3_08436	IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain	0
MS3_08435	IPR000276	G protein-coupled receptor, rhodopsin-like	0
MS3_08434	IPR000885	Fibrillar collagen, C-terminal	0
MS3_08434	IPR008160	Collagen triple helix repeat	0
MS3_08433	IPR007529	Zinc finger, HIT-type	0
MS3_08432	IPR001932	PPM-type phosphatase domain	0
MS3_08432	IPR012911	Protein serine/threonine phosphatase 2C, C-terminal	0
MS3_08431	IPR020683	Ankyrin repeat-containing domain	0
MS3_08431	IPR025874	Double zinc ribbon	1
MS3_08430			0
MS3_08429			0
MS3_08428	IPR022775	AP complex, mu/sigma subunit	0
MS3_08427			0
MS3_08426			0
MS3_08425	IPR000717	Proteasome component (PCI) domain	0
MS3_08424	IPR003185	Proteasome activator pa28, N-terminal domain	1
MS3_08424	IPR003186	Proteasome activator pa28, C-terminal domain	1
MS3_08423			0
MS3_08422			0
MS3_08421	IPR013136	WSTF/Acf1/Cbp146	0
MS3_08421	IPR018501	DDT domain	0
MS3_08421	IPR028941	WHIM2 domain	0
MS3_08421	IPR028942	WHIM1 domain	1
MS3_08420	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	0
MS3_08419	IPR020581	Glycine cleavage system P protein	0
MS3_08418			0
MS3_08417			0
MS3_08416	IPR020581	Glycine cleavage system P protein	0
MS3_08415			0
MS3_08414	IPR001781	Zinc finger, LIM-type	0
MS3_08413			0
MS3_08412			0
MS3_08411	IPR001487	Bromodomain	0
MS3_08411	IPR027353	NET domain	0
MS3_08410	IPR027353	NET domain	0
MS3_08409	IPR013209	Lipin/Ned1/Smp2 (LNS2)	0
MS3_08409	IPR031703	Lipin, middle domain	1
MS3_08408	IPR001752	Kinesin motor domain	0
MS3_08407			0
MS3_08406	IPR001372	Dynein light chain, type 1/2	0
MS3_08405	IPR019398	Pre-rRNA-processing protein TSR2	1
MS3_08404	IPR018980	FERM, C-terminal PH-like domain	0
MS3_08403	IPR003439	ABC transporter-like	0
MS3_08403	IPR011527	ABC transporter type 1, transmembrane domain	0
MS3_08402			0
MS3_08401			0
MS3_08400	IPR001623	DnaJ domain	0
MS3_08400	IPR024586	DnaJ-like protein C11, C-terminal	1
MS3_08399	IPR002423	Chaperonin Cpn60/TCP-1 family	0
MS3_08398	IPR009866	NADH:ubiquinone oxidoreductase, subunit NDUFB4	1
MS3_08397	IPR000542	Acyltransferase ChoActase/COT/CPT	0
MS3_08396			0
MS3_08395	IPR000594	THIF-type NAD/FAD binding fold	0
MS3_08395	IPR018965	Ubiquitin-activating enzyme E1, C-terminal	1
MS3_08395	IPR019572	Ubiquitin-activating enzyme, catalytic cysteine domain	0
MS3_08395	IPR032418	Ubiquitin-activating enzyme E1, FCCH domain	0
MS3_08395	IPR032420	Ubiquitin-activating enzyme E1, four-helix bundle	0
MS3_08394	IPR013094	Alpha/beta hydrolase fold-3	0
MS3_08393			0
MS3_08392	IPR006575	RWD domain	0
MS3_08391	IPR002558	I/LWEQ domain	0
